Id,Category
1055,mexican
1056,mexican
1060,mexican
1068,chinese
1069,southern_us
1077,mexican
1081,mexican
1082,italian
1086,southern_us
1096,chinese
1100,mexican
1126,mexican
1136,italian
1145,mexican
1149,chinese
1155,chinese
1159,southern_us
1163,mexican
1167,mexican
1171,mexican
1175,southern_us
1178,southern_us
1182,italian
1187,mexican
1188,southern_us
1199,mexican
1207,chinese
1212,mexican
1213,mexican
1220,southern_us
1227,mexican
1228,chinese
1229,mexican
1235,mexican
1244,mexican
1247,mexican
1248,mexican
1265,italian
1273,mexican
1275,italian
1276,mexican
1279,mexican
1281,southern_us
1282,mexican
1288,chinese
1296,italian
1302,mexican
1304,italian
1309,mexican
1310,southern_us
1316,mexican
1334,southern_us
1340,southern_us
1346,italian
1355,chinese
1357,italian
1369,mexican
1378,indian
1380,southern_us
1390,italian
1392,southern_us
1415,southern_us
1420,mexican
1421,italian
1426,italian
1433,mexican
1436,indian
1439,mexican
1448,southern_us
1452,italian
1460,italian
1468,chinese
1471,southern_us
1473,southern_us
1477,mexican
1489,italian
1493,southern_us
1502,southern_us
1507,chinese
1509,chinese
1510,italian
1511,italian
1512,mexican
1514,italian
1515,mexican
1522,southern_us
1528,mexican
1538,mexican
1542,italian
1545,southern_us
1546,mexican
1558,indian
1559,mexican
1562,italian
1564,southern_us
1565,mexican
1567,indian
1571,southern_us
1574,italian
1575,mexican
1577,italian
1579,southern_us
1581,indian
1585,southern_us
1589,mexican
1594,southern_us
1595,mexican
1601,southern_us
1604,southern_us
1605,southern_us
1609,mexican
1616,southern_us
1617,southern_us
1622,mexican
1625,mexican
1637,chinese
1639,italian
1641,mexican
1642,mexican
1643,chinese
1644,mexican
1648,southern_us
1657,mexican
1659,italian
1672,mexican
1673,southern_us
1678,indian
1685,mexican
1686,southern_us
1690,southern_us
1691,italian
1694,indian
1696,italian
1703,southern_us
1707,southern_us
1709,southern_us
1711,indian
1716,chinese
1718,chinese
1720,southern_us
1724,mexican
1730,chinese
1731,chinese
1736,italian
1737,italian
1744,southern_us
1748,mexican
1753,mexican
1756,mexican
1762,mexican
1763,italian
1767,italian
1771,mexican
1772,mexican
1773,italian
1777,italian
1779,chinese
1783,mexican
1790,chinese
1791,italian
1802,southern_us
1803,mexican
1810,mexican
1812,southern_us
1816,italian
1821,mexican
1829,italian
1832,southern_us
1834,southern_us
1851,italian
1853,indian
1859,southern_us
1865,italian
1869,indian
1870,chinese
1873,southern_us
1882,southern_us
1889,southern_us
1892,mexican
1899,mexican
1901,mexican
1912,mexican
1916,chinese
1922,southern_us
1928,mexican
1940,mexican
1945,mexican
1950,italian
1951,mexican
1954,italian
1962,italian
1964,italian
1966,mexican
1970,mexican
1972,mexican
2001,mexican
2003,mexican
2006,indian
2007,italian
2009,mexican
2010,southern_us
2011,mexican
2017,mexican
2018,chinese
2020,mexican
2022,italian
2024,mexican
2026,mexican
2033,mexican
2039,mexican
2044,mexican
2050,southern_us
2054,mexican
2057,mexican
2064,italian
2068,mexican
2070,italian
2072,southern_us
2079,chinese
2080,chinese
2096,southern_us
2109,mexican
2116,southern_us
2124,italian
2125,italian
2127,indian
2132,southern_us
2134,mexican
2148,indian
2153,mexican
2158,indian
2160,mexican
2167,southern_us
2169,southern_us
2170,southern_us
2172,italian
2173,italian
2176,chinese
2177,italian
2180,italian
2194,mexican
2195,southern_us
2199,mexican
2202,chinese
2205,mexican
2207,mexican
2213,mexican
2219,italian
2225,mexican
2227,mexican
2230,chinese
2233,italian
2234,chinese
2240,southern_us
2246,chinese
2250,southern_us
2256,indian
2257,southern_us
2260,southern_us
2267,southern_us
2270,italian
2273,southern_us
2276,mexican
2282,chinese
2283,indian
2288,italian
2292,italian
2296,indian
2297,italian
2298,mexican
2305,southern_us
2306,chinese
2307,mexican
2309,mexican
2310,mexican
2311,southern_us
2312,mexican
2313,mexican
2318,indian
2320,chinese
2327,mexican
2333,chinese
2342,southern_us
2346,southern_us
2349,mexican
2351,mexican
2357,mexican
2378,indian
2382,mexican
2383,italian
2386,chinese
2387,southern_us
2402,italian
2403,mexican
2412,mexican
2414,italian
2417,indian
2420,mexican
2428,italian
2430,italian
2432,chinese
2433,mexican
2435,chinese
2439,mexican
2446,indian
2449,southern_us
2453,mexican
2455,mexican
2463,italian
2470,chinese
2472,chinese
2487,indian
2508,mexican
2514,italian
2518,mexican
2521,mexican
2523,southern_us
2525,mexican
2531,southern_us
2534,southern_us
2540,mexican
2545,italian
2555,italian
2558,italian
2571,indian
2572,southern_us
2574,mexican
2591,mexican
2594,chinese
2595,italian
2599,southern_us
2602,mexican
2603,chinese
2605,southern_us
2609,italian
2611,italian
2617,italian
2620,chinese
2621,italian
2624,southern_us
2627,southern_us
2638,mexican
2641,mexican
2647,mexican
2650,italian
2651,italian
2654,mexican
2656,mexican
2659,italian
2662,mexican
2668,mexican
2671,southern_us
2672,mexican
2677,southern_us
2679,southern_us
2691,mexican
2693,italian
2699,southern_us
2700,mexican
2704,italian
2705,southern_us
2707,mexican
2712,mexican
2715,southern_us
2722,italian
2729,mexican
2731,italian
2733,mexican
2734,chinese
2738,indian
2741,italian
2744,italian
2745,southern_us
2748,chinese
2756,southern_us
2760,mexican
2764,mexican
2765,mexican
2767,southern_us
2773,italian
2778,mexican
2783,chinese
2785,italian
2788,southern_us
2795,mexican
2797,mexican
2806,mexican
2808,indian
2813,southern_us
2816,mexican
2817,southern_us
2821,chinese
2832,chinese
2834,southern_us
2837,mexican
2843,mexican
2844,mexican
2865,southern_us
2873,italian
2879,southern_us
2887,southern_us
2889,italian
2894,italian
2896,italian
2898,indian
2899,italian
2901,italian
2907,italian
2914,mexican
2915,mexican
2919,mexican
2921,mexican
2930,mexican
2932,chinese
2948,mexican
2953,mexican
2956,mexican
2960,mexican
2969,mexican
2972,italian
2975,chinese
2976,southern_us
2977,southern_us
2980,mexican
2982,italian
2992,mexican
2997,mexican
3003,chinese
3018,indian
3028,mexican
3032,southern_us
3036,southern_us
3037,indian
3040,mexican
3046,southern_us
3051,chinese
3054,chinese
3059,italian
3060,chinese
3071,italian
3073,southern_us
3081,mexican
3083,southern_us
3084,italian
3095,italian
3099,indian
3107,italian
3109,southern_us
3113,indian
3115,mexican
3118,southern_us
3121,southern_us
3134,southern_us
3139,italian
3140,southern_us
3149,mexican
3155,chinese
3172,italian
3179,italian
3182,italian
3188,mexican
3212,italian
3213,southern_us
3216,southern_us
3223,chinese
3232,mexican
3238,chinese
3245,italian
3247,chinese
3248,mexican
3250,southern_us
3255,indian
3266,mexican
3268,mexican
3272,chinese
3275,southern_us
3279,southern_us
3288,italian
3289,italian
3297,italian
3298,italian
3299,chinese
3300,southern_us
3304,mexican
3311,mexican
3318,chinese
3331,italian
3333,southern_us
3336,italian
3339,indian
3340,italian
3345,italian
3356,italian
3366,italian
3370,italian
3371,indian
3373,southern_us
3376,italian
3378,chinese
3380,italian
3385,chinese
3391,southern_us
3398,mexican
3407,southern_us
3409,mexican
3411,mexican
3412,mexican
3413,italian
3426,mexican
3430,mexican
3437,southern_us
3443,chinese
3446,italian
3448,indian
3449,mexican
3450,chinese
3452,southern_us
3464,southern_us
3468,chinese
3492,italian
3496,indian
3500,mexican
3505,italian
3508,italian
3510,italian
3511,mexican
3516,italian
3517,mexican
3518,mexican
3525,italian
3530,mexican
3534,southern_us
3538,chinese
3540,mexican
3546,southern_us
3550,mexican
3552,chinese
3559,italian
3566,indian
3568,mexican
3570,chinese
3573,indian
3577,chinese
3581,chinese
3586,southern_us
3588,italian
3590,mexican
3594,indian
3599,chinese
3601,italian
3602,southern_us
3604,italian
3609,italian
3614,mexican
3615,mexican
3618,southern_us
3627,italian
3632,southern_us
3637,mexican
3639,mexican
3644,italian
3647,mexican
3649,italian
3653,italian
3658,italian
3668,southern_us
3670,southern_us
3672,mexican
3674,italian
3679,italian
3683,mexican
3691,chinese
3697,southern_us
3698,italian
3710,italian
3727,mexican
3730,mexican
3732,italian
3735,italian
3740,southern_us
3745,mexican
3748,southern_us
3750,mexican
3751,chinese
3754,mexican
3756,italian
3758,italian
3763,southern_us
3766,chinese
3768,southern_us
3772,southern_us
3780,italian
3786,mexican
3787,italian
3788,italian
3791,mexican
3800,southern_us
3808,mexican
3811,mexican
3814,southern_us
3815,italian
3823,italian
3827,mexican
3829,indian
3831,mexican
3833,indian
3834,southern_us
3839,italian
3841,southern_us
3848,mexican
3849,southern_us
3851,southern_us
3852,southern_us
3853,chinese
3855,mexican
3857,southern_us
3862,italian
3868,southern_us
3872,mexican
3874,indian
3878,southern_us
3882,chinese
3883,mexican
3888,italian
3901,mexican
3907,chinese
3916,mexican
3918,chinese
3922,mexican
3934,mexican
3939,chinese
3946,italian
3951,chinese
3956,italian
3957,mexican
3961,mexican
3962,chinese
3968,mexican
3978,mexican
3981,italian
3983,chinese
4010,mexican
4012,italian
4015,mexican
4018,mexican
4028,chinese
4031,mexican
4038,italian
4040,indian
4043,mexican
4047,indian
4062,mexican
4073,southern_us
4080,indian
4094,chinese
4098,mexican
4100,mexican
4105,southern_us
4107,southern_us
4108,southern_us
4118,southern_us
4131,indian
4132,italian
4141,mexican
4142,mexican
4149,southern_us
4151,southern_us
4198,chinese
4207,chinese
4208,indian
4210,mexican
4230,italian
4241,italian
4245,chinese
4259,mexican
4260,indian
4264,italian
4268,mexican
4274,mexican
4278,indian
4281,mexican
4298,italian
4300,mexican
4303,italian
4304,mexican
4313,southern_us
4315,mexican
4326,southern_us
4333,mexican
4343,chinese
4344,southern_us
4348,italian
4349,italian
4355,southern_us
4357,mexican
4362,mexican
4378,southern_us
4391,italian
4392,chinese
4394,southern_us
4400,italian
4403,southern_us
4409,mexican
4414,chinese
4422,mexican
4429,southern_us
4433,southern_us
4438,southern_us
4440,mexican
4441,mexican
4444,indian
4448,italian
4455,italian
4459,italian
4463,mexican
4467,mexican
4472,italian
4490,mexican
4494,italian
4498,mexican
4499,mexican
4509,mexican
4515,chinese
4519,chinese
4521,mexican
4524,mexican
4525,italian
4528,mexican
4530,mexican
4535,southern_us
4541,chinese
4544,italian
4555,indian
4557,southern_us
4558,italian
4560,mexican
4566,chinese
4568,southern_us
4573,mexican
4574,chinese
4575,italian
4578,chinese
4587,indian
4602,southern_us
4606,mexican
4611,southern_us
4614,chinese
4617,mexican
4628,mexican
4630,mexican
4634,italian
4639,mexican
4647,southern_us
4660,italian
4663,chinese
4666,italian
4676,chinese
4684,mexican
4692,italian
4696,southern_us
4697,southern_us
4709,southern_us
4711,mexican
4714,italian
4716,mexican
4718,mexican
4720,mexican
4726,chinese
4741,italian
4745,italian
4746,italian
4755,southern_us
4762,chinese
4765,italian
4785,mexican
4788,southern_us
4789,mexican
4795,indian
4800,mexican
4803,indian
4810,chinese
4813,mexican
4827,mexican
4830,italian
4839,mexican
4843,italian
4848,southern_us
4852,italian
4853,indian
4854,italian
4863,mexican
4866,chinese
4873,mexican
4888,chinese
4890,italian
4891,mexican
4900,southern_us
4901,italian
4905,southern_us
4912,southern_us
4917,southern_us
4918,southern_us
4919,southern_us
4926,italian
4930,mexican
4931,indian
4934,italian
4935,mexican
4937,mexican
4938,mexican
4939,italian
4947,indian
4954,italian
4963,southern_us
4965,mexican
4967,mexican
4969,italian
4976,indian
4979,mexican
4983,southern_us
4985,southern_us
4991,indian
4993,southern_us
4996,southern_us
4997,italian
4999,italian
5001,southern_us
5014,southern_us
5021,chinese
5029,mexican
5032,italian
5036,italian
5040,mexican
5042,mexican
5046,southern_us
5050,mexican
5058,mexican
5064,mexican
5066,southern_us
5067,southern_us
5069,mexican
5073,southern_us
5083,italian
5084,mexican
5093,indian
5095,chinese
5098,italian
5108,italian
5109,mexican
5117,mexican
5119,southern_us
5120,italian
5121,italian
5123,chinese
5144,italian
5146,chinese
5149,mexican
5162,chinese
5164,mexican
5166,italian
5167,mexican
5168,southern_us
5178,southern_us
5179,mexican
5194,southern_us
5196,southern_us
5207,chinese
5210,mexican
5216,mexican
5220,mexican
5227,italian
5228,mexican
5230,italian
5232,southern_us
5235,mexican
5240,mexican
5244,indian
5250,mexican
5254,chinese
5259,mexican
5263,southern_us
5273,italian
5281,italian
5297,southern_us
5298,chinese
5302,chinese
5303,southern_us
5307,southern_us
5315,mexican
5316,mexican
5329,mexican
5334,mexican
5338,italian
5346,mexican
5356,mexican
5364,mexican
5366,indian
5376,italian
5378,chinese
5379,mexican
5382,mexican
5385,southern_us
5391,southern_us
5394,italian
5402,italian
5408,southern_us
5409,italian
5410,italian
5414,mexican
5416,chinese
5422,italian
5423,mexican
5426,chinese
5427,chinese
5433,italian
5435,chinese
5440,mexican
5441,mexican
5448,chinese
5460,southern_us
5462,southern_us
5463,mexican
5473,southern_us
5481,mexican
5485,southern_us
5492,mexican
5493,indian
5494,chinese
5496,indian
5505,indian
5510,southern_us
5511,italian
5517,mexican
5522,southern_us
5523,italian
5524,mexican
5525,italian
5529,chinese
5537,mexican
5541,italian
5543,italian
5552,southern_us
5557,italian
5572,indian
5576,mexican
5598,indian
5599,southern_us
5601,italian
5609,chinese
5611,chinese
5613,mexican
5614,southern_us
5616,mexican
5623,italian
5624,italian
5633,mexican
5638,mexican
5644,mexican
5653,chinese
5661,chinese
5665,southern_us
5679,chinese
5682,italian
5684,southern_us
5691,chinese
5699,italian
5708,southern_us
5709,chinese
5711,italian
5718,indian
5732,chinese
5739,italian
5742,mexican
5743,southern_us
5745,italian
5746,mexican
5747,mexican
5753,mexican
5754,chinese
5761,southern_us
5764,chinese
5765,mexican
5769,indian
5779,italian
5781,southern_us
5789,mexican
5790,mexican
5796,mexican
5808,italian
5810,mexican
5815,italian
5821,mexican
5826,southern_us
5828,mexican
5829,mexican
5830,southern_us
5834,italian
5848,mexican
5853,mexican
5854,mexican
5856,italian
5858,southern_us
5869,southern_us
5876,southern_us
5877,mexican
5879,mexican
5880,southern_us
5894,italian
5896,italian
5903,southern_us
5906,mexican
5910,mexican
5916,chinese
5921,mexican
5931,southern_us
5962,mexican
5964,italian
5966,southern_us
5967,southern_us
5969,mexican
5972,italian
5976,mexican
5977,mexican
5979,italian
5983,mexican
5986,chinese
5991,mexican
5992,southern_us
5994,chinese
6005,chinese
6010,mexican
6011,italian
6012,italian
6029,chinese
6040,southern_us
6045,southern_us
6052,southern_us
6067,southern_us
6075,mexican
6080,southern_us
6088,indian
6095,southern_us
6096,southern_us
6099,southern_us
6106,chinese
6114,italian
6118,mexican
6121,chinese
6125,mexican
6126,chinese
6135,italian
6146,mexican
6152,mexican
6158,italian
6164,chinese
6169,southern_us
6175,mexican
6178,mexican
6180,indian
6184,indian
6187,chinese
6188,italian
6190,chinese
6198,chinese
6199,southern_us
6207,southern_us
6222,italian
6225,mexican
6226,southern_us
6228,mexican
6232,mexican
6244,mexican
6245,chinese
6252,italian
6266,southern_us
6276,mexican
6289,southern_us
6292,italian
6299,mexican
6304,southern_us
6307,southern_us
6310,italian
6311,mexican
6313,southern_us
6321,italian
6322,mexican
6335,italian
6337,mexican
6367,indian
6375,mexican
6388,mexican
6392,chinese
6402,mexican
6407,mexican
6408,indian
6412,mexican
6420,mexican
6422,southern_us
6423,mexican
6425,italian
6429,mexican
6433,mexican
6436,italian
6440,chinese
6442,italian
6445,mexican
6450,mexican
6455,italian
6461,southern_us
6463,italian
6464,mexican
6470,indian
6473,italian
6474,chinese
6475,southern_us
6492,mexican
6498,italian
6503,mexican
6509,chinese
6510,southern_us
6526,southern_us
6527,chinese
6530,southern_us
6534,mexican
6539,italian
6541,southern_us
6542,chinese
6547,southern_us
6552,italian
6554,mexican
6555,chinese
6564,mexican
6575,italian
6581,indian
6584,southern_us
6596,mexican
6599,indian
6601,mexican
6602,southern_us
6608,indian
6611,southern_us
6615,italian
6622,italian
6630,mexican
6632,italian
6635,mexican
6636,italian
6638,mexican
6639,italian
6641,chinese
6649,mexican
6652,mexican
6653,southern_us
6665,mexican
6668,mexican
6672,southern_us
6676,mexican
6677,mexican
6681,southern_us
6690,italian
6693,mexican
6697,italian
6701,southern_us
6712,mexican
6714,mexican
6717,southern_us
6718,mexican
6721,mexican
6722,italian
6724,chinese
6726,italian
6732,southern_us
6741,mexican
6746,southern_us
6761,mexican
6763,chinese
6776,southern_us
6784,italian
6787,italian
6798,chinese
6800,italian
6812,southern_us
6815,italian
6822,southern_us
6823,italian
6824,italian
6825,mexican
6839,mexican
6841,mexican
6842,mexican
6858,italian
6867,italian
6869,mexican
6870,mexican
6872,mexican
6874,mexican
6877,italian
6878,mexican
6881,mexican
6883,indian
6887,mexican
6890,mexican
6898,southern_us
6902,mexican
6916,mexican
6921,chinese
6926,mexican
6938,mexican
6950,mexican
6954,chinese
6964,italian
6966,mexican
6974,italian
6975,mexican
6985,italian
6987,italian
6990,southern_us
6992,italian
6994,mexican
6996,mexican
7005,southern_us
7022,chinese
7035,mexican
7036,italian
7037,italian
7038,italian
7041,southern_us
7044,mexican
7045,chinese
7056,italian
7057,southern_us
7059,mexican
7064,mexican
7068,mexican
7070,chinese
7071,mexican
7074,italian
7076,italian
7079,mexican
7081,southern_us
7083,chinese
7088,mexican
7090,chinese
7091,italian
7094,indian
7096,southern_us
7102,italian
7109,mexican
7110,italian
7111,mexican
7112,italian
7115,italian
7128,indian
7130,italian
7143,mexican
7146,mexican
7149,italian
7169,southern_us
7171,indian
7172,mexican
7180,italian
7192,mexican
7199,indian
7200,indian
7202,mexican
7221,southern_us
7228,italian
7231,indian
7243,italian
7245,mexican
7248,italian
7250,mexican
7267,chinese
7272,italian
7279,southern_us
7284,southern_us
7290,southern_us
7293,chinese
7298,chinese
7300,mexican
7301,italian
7304,mexican
7308,italian
7320,chinese
7322,southern_us
7326,mexican
7332,italian
7333,chinese
7334,southern_us
7345,southern_us
7346,indian
7351,southern_us
7362,mexican
7363,italian
7366,italian
7374,southern_us
7383,chinese
7387,southern_us
7390,italian
7394,italian
7403,southern_us
7409,italian
7410,italian
7413,mexican
7414,southern_us
7417,chinese
7420,italian
7422,italian
7431,mexican
7434,italian
7435,indian
7440,southern_us
7441,mexican
7449,southern_us
7453,mexican
7454,mexican
7456,italian
7458,italian
7459,mexican
7460,mexican
7465,italian
7469,mexican
7470,mexican
7486,mexican
7492,chinese
7499,italian
7501,italian
7504,mexican
7506,chinese
7514,mexican
7517,southern_us
7529,southern_us
7546,chinese
7550,chinese
7567,southern_us
7570,chinese
7578,mexican
7583,indian
7593,mexican
7597,mexican
7598,southern_us
7603,southern_us
7620,italian
7627,southern_us
7634,italian
7638,italian
7644,italian
7648,mexican
7650,mexican
7652,mexican
7658,chinese
7667,italian
7668,mexican
7672,southern_us
7673,chinese
7681,mexican
7682,chinese
7683,mexican
7687,mexican
7688,southern_us
7695,mexican
7696,mexican
7703,mexican
7707,italian
7718,southern_us
7721,southern_us
7723,southern_us
7725,mexican
7732,mexican
7736,italian
7738,mexican
7741,chinese
7743,indian
7748,southern_us
7749,mexican
7757,southern_us
7767,mexican
7771,southern_us
7772,italian
7777,chinese
7778,italian
7780,italian
7781,italian
7793,italian
7807,italian
7810,chinese
7813,italian
7814,southern_us
7827,italian
7828,southern_us
7830,indian
7832,mexican
7845,chinese
7848,italian
7857,italian
7859,mexican
7869,mexican
7871,indian
7875,chinese
7879,chinese
7883,mexican
7884,southern_us
7885,southern_us
7893,southern_us
7897,mexican
7900,mexican
7902,southern_us
7905,southern_us
7907,southern_us
7909,southern_us
7919,southern_us
7923,italian
7924,southern_us
7930,indian
7933,italian
7940,chinese
7950,southern_us
7954,chinese
7961,italian
7971,italian
7981,mexican
7986,southern_us
7990,italian
7992,indian
7995,mexican
7998,mexican
8001,italian
8009,chinese
8012,italian
8015,mexican
8019,mexican
8037,southern_us
8039,mexican
8041,mexican
8045,chinese
8050,mexican
8055,chinese
8074,mexican
8078,southern_us
8083,southern_us
8085,italian
8090,italian
8097,southern_us
8100,mexican
8102,mexican
8106,chinese
8107,italian
8108,italian
8112,mexican
8114,italian
8115,chinese
8126,chinese
8130,chinese
8132,indian
8135,italian
8138,southern_us
8139,italian
8142,italian
8146,southern_us
8148,mexican
8149,southern_us
8156,italian
8158,chinese
8166,italian
8169,chinese
8176,italian
8180,southern_us
8183,chinese
8185,mexican
8188,mexican
8193,indian
8198,southern_us
8199,chinese
8206,southern_us
8208,italian
8220,italian
8223,mexican
8237,southern_us
8242,italian
8254,italian
8258,italian
8260,mexican
8261,mexican
8262,mexican
8271,mexican
8273,italian
8294,chinese
8299,chinese
8308,southern_us
8312,southern_us
8316,mexican
8326,southern_us
8327,mexican
8329,italian
8330,mexican
8334,mexican
8349,chinese
8358,southern_us
8360,italian
8369,mexican
8371,mexican
8389,mexican
8400,mexican
8404,indian
8407,southern_us
8422,italian
8431,mexican
8441,chinese
8443,southern_us
8455,mexican
8456,chinese
8460,indian
8467,mexican
8474,mexican
8483,mexican
8485,italian
8486,southern_us
8488,mexican
8492,chinese
8501,italian
8502,southern_us
8507,southern_us
8508,southern_us
8510,mexican
8512,indian
8514,southern_us
8515,italian
8521,mexican
8522,mexican
8524,chinese
8525,mexican
8528,italian
8533,italian
8542,southern_us
8545,southern_us
8549,chinese
8550,southern_us
8551,southern_us
8554,indian
8568,chinese
8570,mexican
8574,italian
8578,southern_us
8582,chinese
8583,mexican
8586,chinese
8592,southern_us
8602,mexican
8606,italian
8625,mexican
8626,mexican
8628,indian
8630,southern_us
8632,italian
8636,italian
8643,italian
8646,italian
8647,italian
8650,southern_us
8657,chinese
8661,italian
8684,mexican
8687,mexican
8688,indian
8690,mexican
8692,mexican
8696,mexican
8706,mexican
8707,chinese
8714,indian
8718,mexican
8720,mexican
8727,italian
8733,southern_us
8735,indian
8740,italian
8743,indian
8755,mexican
8757,southern_us
8759,mexican
8761,indian
8764,indian
8767,southern_us
8771,southern_us
8776,italian
8780,southern_us
8782,chinese
8788,mexican
8789,mexican
8791,mexican
8793,mexican
8794,mexican
8797,indian
8798,mexican
8803,chinese
8804,italian
8805,chinese
8808,indian
8811,italian
8815,italian
8823,chinese
8829,southern_us
8832,mexican
8834,indian
8847,chinese
8852,southern_us
8860,italian
8871,chinese
8875,italian
8880,southern_us
8884,southern_us
8885,southern_us
8886,mexican
8887,chinese
8889,chinese
8892,chinese
8894,mexican
8899,southern_us
8901,chinese
8907,southern_us
8908,southern_us
8913,chinese
8914,mexican
8927,italian
8928,italian
8936,chinese
8939,mexican
8940,chinese
8941,italian
8945,chinese
8952,chinese
8962,mexican
8964,southern_us
8966,mexican
8967,mexican
8969,indian
8974,chinese
8982,southern_us
8992,mexican
8994,italian
8995,mexican
8997,indian
8998,italian
8999,mexican
9002,italian
9008,southern_us
9009,southern_us
9017,mexican
9025,southern_us
9034,italian
9036,southern_us
9040,chinese
9042,italian
9049,mexican
9052,italian
9064,italian
9066,mexican
9068,mexican
9072,southern_us
9073,mexican
9077,chinese
9082,italian
9083,mexican
9087,mexican
9088,mexican
9089,southern_us
9092,mexican
9100,mexican
9107,chinese
9112,italian
9115,italian
9132,southern_us
9135,southern_us
9137,mexican
9140,mexican
9146,mexican
9152,italian
9158,italian
9159,mexican
9160,indian
9167,southern_us
9174,mexican
9176,mexican
9192,italian
9196,mexican
9197,chinese
9198,mexican
9205,indian
9209,mexican
9237,italian
9238,indian
9250,mexican
9270,chinese
9277,mexican
9295,chinese
9296,chinese
9303,chinese
9327,southern_us
9329,mexican
9332,italian
9338,indian
9351,mexican
9354,mexican
9356,mexican
9357,mexican
9359,italian
9364,mexican
9371,southern_us
9372,southern_us
9375,mexican
9376,mexican
9377,mexican
9381,mexican
9382,italian
9384,southern_us
9386,italian
9388,indian
9389,southern_us
9393,mexican
9394,mexican
9402,southern_us
9403,mexican
9408,mexican
9414,italian
9415,italian
9416,mexican
9421,mexican
9440,southern_us
9441,southern_us
9445,italian
9450,italian
9451,chinese
9463,mexican
9464,italian
9465,mexican
9466,mexican
9471,southern_us
9478,southern_us
9484,southern_us
9486,mexican
9495,mexican
9497,chinese
9501,italian
9508,italian
9509,southern_us
9514,chinese
9518,italian
9521,mexican
9524,chinese
9536,chinese
9553,italian
9557,mexican
9579,mexican
9580,italian
9588,southern_us
9592,italian
9597,italian
9599,chinese
9600,italian
9605,mexican
9618,italian
9633,indian
9637,mexican
9639,chinese
9640,indian
9646,indian
9647,southern_us
9648,italian
9651,mexican
9656,southern_us
9661,italian
9668,italian
9669,mexican
9673,mexican
9685,mexican
9692,mexican
9711,italian
9728,indian
9729,southern_us
9733,southern_us
9740,southern_us
9741,italian
9744,chinese
9746,southern_us
9754,southern_us
9766,southern_us
9776,mexican
9777,southern_us
9781,mexican
9783,chinese
9790,mexican
9795,southern_us
9800,italian
9812,italian
9813,italian
9815,italian
9819,italian
9829,italian
9834,southern_us
9844,mexican
9846,indian
9855,italian
9862,southern_us
9870,italian
9874,italian
9882,southern_us
9884,italian
9890,southern_us
9892,mexican
9894,italian
9895,chinese
9898,mexican
9907,italian
9916,southern_us
9922,indian
9923,mexican
9926,chinese
9927,mexican
9930,mexican
9932,mexican
9934,southern_us
9936,chinese
9946,italian
9954,southern_us
9955,italian
9957,italian
9962,southern_us
9963,mexican
9964,mexican
9966,italian
9971,indian
9972,italian
9975,italian
9978,chinese
9981,chinese
9984,italian
9987,southern_us
9989,southern_us
9997,southern_us
9999,italian
10009,chinese
10014,chinese
10016,southern_us
10017,chinese
10018,mexican
